frame_id,strength,ssim
001-001_22970,0.0,1.0
001-001_22970,0.5,0.9536153250200359
001-001_22970,1.0,0.9478733770930869
001-001_22970,1.5,0.9166013725985157
001-001_22970,2.0,0.872981696380433
001-001_23116,0.0,1.0
001-001_23116,0.5,0.8874276753499828
001-001_23116,1.0,0.9353269401691593
001-001_23116,1.5,0.9020259078542358
001-001_23116,2.0,0.8642451987567689
001-001_23241,0.0,1.0
001-001_23241,0.5,0.9533229144267177
001-001_23241,1.0,0.7984434443944066
001-001_23241,1.5,0.7284147805825416
001-001_23241,2.0,0.6482811684134789
001-001_23423,0.0,1.0
001-001_23423,0.5,0.9456689859290852
001-001_23423,1.0,0.9143431515397754
001-001_23423,1.5,0.8898014352806018
001-001_23423,2.0,0.8635492225508723
001-001_23531,0.0,1.0
001-001_23531,0.5,0.9929812279826649
001-001_23531,1.0,0.9900786036404801
001-001_23531,1.5,0.9846332404708393
001-001_23531,2.0,0.9744988286205819
001-001_23696,0.0,1.0
001-001_23696,0.5,0.9729696293048486
001-001_23696,1.0,0.9816704532196843
001-001_23696,1.5,0.9729772186124213
001-001_23696,2.0,0.9625186851368113
001-001_23880,0.0,1.0
001-001_23880,0.5,0.978958145864995
001-001_23880,1.0,0.93303075779519
001-001_23880,1.5,0.8823253753096518
001-001_23880,2.0,0.8122643175618803
001-001_24051,0.0,1.0
001-001_24051,0.5,0.946574988661661
001-001_24051,1.0,0.981630776967792
001-001_24051,1.5,0.9811404475227012
001-001_24051,2.0,0.9787186397000515
001-001_24144,0.0,1.0
001-001_24144,0.5,0.9679889187367197
001-001_24144,1.0,0.9598577561665805
001-001_24144,1.5,0.9455284453878149
001-001_24144,2.0,0.9282803834001953
001-001_24207,0.0,1.0
001-001_24207,0.5,0.9675436917228494
001-001_24207,1.0,0.9718136914269294
001-001_24207,1.5,0.9763564733885384
001-001_24207,2.0,0.9793458967211616
001-001_24326,0.0,1.0
001-001_24326,0.5,0.9421665278218128
001-001_24326,1.0,0.9183416382459215
001-001_24326,1.5,0.9072381879195979
001-001_24326,2.0,0.8942520598103093
001-001_24453,0.0,1.0
001-001_24453,0.5,0.9732870335436449
001-001_24453,1.0,0.8681684518829159
001-001_24453,1.5,0.848770698370213
001-001_24453,2.0,0.8218115561096468
001-001_24713,0.0,1.0
001-001_24713,0.5,0.9668500474887889
001-001_24713,1.0,0.9716701538318478
001-001_24713,1.5,0.9587020099138843
001-001_24713,2.0,0.9486549645560235
001-001_25016,0.0,1.0
001-001_25016,0.5,0.9909438828274134
001-001_25016,1.0,0.9708544611689579
001-001_25016,1.5,0.9653199861613743
001-001_25016,2.0,0.9576270349690699
001-001_25163,0.0,1.0
001-001_25163,0.5,0.9368110388389643
001-001_25163,1.0,0.9181002404473577
001-001_25163,1.5,0.8872443967144761
001-001_25163,2.0,0.852380156327195
001-001_25180,0.0,1.0
001-001_25180,0.5,0.9804679857697058
001-001_25180,1.0,0.9404345227411895
001-001_25180,1.5,0.9224684616716198
001-001_25180,2.0,0.8992009772303549
001-001_25286,0.0,1.0
001-001_25286,0.5,0.984695583054272
001-001_25286,1.0,0.9576339975559435
001-001_25286,1.5,0.9501728669910755
001-001_25286,2.0,0.9425619797527774
001-001_25399,0.0,1.0
001-001_25399,0.5,0.9252690762035235
001-001_25399,1.0,0.9549034651820919
001-001_25399,1.5,0.9435242825367732
001-001_25399,2.0,0.9324831175011044
001-001_25647,0.0,1.0
001-001_25647,0.5,0.9583886650812998
001-001_25647,1.0,0.9588643377229217
001-001_25647,1.5,0.9563363340702232
001-001_25647,2.0,0.953561446699183
001-001_26102,0.0,1.0
001-001_26102,0.5,0.9823122560317156
001-001_26102,1.0,0.9463625243762293
001-001_26102,1.5,0.9403626321692098
001-001_26102,2.0,0.9336312957849175
001-001_26361,0.0,1.0
001-001_26361,0.5,0.9481920849202388
001-001_26361,1.0,0.9023522154788325
001-001_26361,1.5,0.8817537624757927
001-001_26361,2.0,0.8583250278293036
001-001_26683,0.0,1.0
001-001_26683,0.5,0.9248427810410671
001-001_26683,1.0,0.9028378490053202
001-001_26683,1.5,0.8770465543225159
001-001_26683,2.0,0.84426379854412
001-001_26708,0.0,1.0
001-001_26708,0.5,0.9500381544051304
001-001_26708,1.0,0.9795677702881974
001-001_26708,1.5,0.9741518668265879
001-001_26708,2.0,0.9704087821036598
001-001_26791,0.0,1.0
001-001_26791,0.5,0.9528400427423536
001-001_26791,1.0,0.9787819658125613
001-001_26791,1.5,0.9758961587217867
001-001_26791,2.0,0.9723436285722735
001-001_26946,0.0,1.0
001-001_26946,0.5,0.946180134333822
001-001_26946,1.0,0.9805924457088826
001-001_26946,1.5,0.9680900204672942
001-001_26946,2.0,0.9533689049377557
001-001_27112,0.0,1.0
001-001_27112,0.5,0.983403642189335
001-001_27112,1.0,0.9312297595395753
001-001_27112,1.5,0.9308951121168557
001-001_27112,2.0,0.9277708039945507
001-001_27119,0.0,1.0
001-001_27119,0.5,0.9372358689012712
001-001_27119,1.0,0.965005884624696
001-001_27119,1.5,0.9681469642053978
001-001_27119,2.0,0.9663137532001183
001-001_27538,0.0,1.0
001-001_27538,0.5,0.9305615933010094
001-001_27538,1.0,0.9542502608979945
001-001_27538,1.5,0.9369304903621435
001-001_27538,2.0,0.9173149916077814
001-001_27573,0.0,1.0
001-001_27573,0.5,0.9933170641011019
001-001_27573,1.0,0.9831731346673582
001-001_27573,1.5,0.9665469959705832
001-001_27573,2.0,0.9456951915294469
001-001_27996,0.0,1.0
001-001_27996,0.5,0.928628077867985
001-001_27996,1.0,0.9719099275177532
001-001_27996,1.5,0.9760971292735952
001-001_27996,2.0,0.9733979268631401
001-001_28017,0.0,1.0
001-001_28017,0.5,0.9514077806696173
001-001_28017,1.0,0.9787488219969263
001-001_28017,1.5,0.9811262323040022
001-001_28017,2.0,0.9825162355803773
001-001_28252,0.0,1.0
001-001_28252,0.5,0.9463743602940019
001-001_28252,1.0,0.8963710525002084
001-001_28252,1.5,0.8861772937855085
001-001_28252,2.0,0.8762076464098452
001-001_28314,0.0,1.0
001-001_28314,0.5,0.9753614287332589
001-001_28314,1.0,0.8950220684320428
001-001_28314,1.5,0.8771914234695677
001-001_28314,2.0,0.8582432214772056
001-001_28317,0.0,1.0
001-001_28317,0.5,0.9424996915219467
001-001_28317,1.0,0.8738732309213395
001-001_28317,1.5,0.8703662952195632
001-001_28317,2.0,0.8669354023813481
001-001_28344,0.0,1.0
001-001_28344,0.5,0.8521488606262033
001-001_28344,1.0,0.9350049250366405
001-001_28344,1.5,0.9175243099481581
001-001_28344,2.0,0.9124973089493675
001-001_28429,0.0,1.0
001-001_28429,0.5,0.9123593682064126
001-001_28429,1.0,0.8961097739182844
001-001_28429,1.5,0.8568179931245533
001-001_28429,2.0,0.8096081836601845
001-001_28669,0.0,1.0
001-001_28669,0.5,0.9487994797070693
001-001_28669,1.0,0.9634133742662374
001-001_28669,1.5,0.9635425090748445
001-001_28669,2.0,0.9620377417821457
001-001_28721,0.0,1.0
001-001_28721,0.5,0.9678671897676243
001-001_28721,1.0,0.8989107001484474
001-001_28721,1.5,0.8625703600196639
001-001_28721,2.0,0.8144261320639222
001-001_28751,0.0,1.0
001-001_28751,0.5,0.9582871829130696
001-001_28751,1.0,0.9579044782624688
001-001_28751,1.5,0.9341729680229653
001-001_28751,2.0,0.9019533492229427
001-001_28919,0.0,1.0
001-001_28919,0.5,0.9578552094162481
001-001_28919,1.0,0.9418431709041447
001-001_28919,1.5,0.9314936971938654
001-001_28919,2.0,0.9180119450068014
001-001_28990,0.0,1.0
001-001_28990,0.5,0.9511063432897972
001-001_28990,1.0,0.9629129089425893
001-001_28990,1.5,0.9487109431339538
001-001_28990,2.0,0.9271661567360171
001-001_29089,0.0,1.0
001-001_29089,0.5,0.9746677979501994
001-001_29089,1.0,0.9593409719371675
001-001_29089,1.5,0.9458382290863399
001-001_29089,2.0,0.9266752378526424
001-001_29332,0.0,1.0
001-001_29332,0.5,0.979752669706896
001-001_29332,1.0,0.9432520352017235
001-001_29332,1.5,0.9259797429438028
001-001_29332,2.0,0.9041969319030452
001-001_29369,0.0,1.0
001-001_29369,0.5,0.9858225119203738
001-001_29369,1.0,0.942298561358807
001-001_29369,1.5,0.9257824387962282
001-001_29369,2.0,0.9038771287001603
001-001_29416,0.0,1.0
001-001_29416,0.5,0.9928611986870971
001-001_29416,1.0,0.9806920039928476
001-001_29416,1.5,0.9758939891463834
001-001_29416,2.0,0.9685644689749457
001-001_29740,0.0,1.0
001-001_29740,0.5,0.9620169589189274
001-001_29740,1.0,0.9848503984143743
001-001_29740,1.5,0.9787512676300014
001-001_29740,2.0,0.9694441428096043
001-001_29763,0.0,1.0
001-001_29763,0.5,0.992600173708738
001-001_29763,1.0,0.9791678929615116
001-001_29763,1.5,0.9734784567241362
001-001_29763,2.0,0.9669774234123357
001-001_29881,0.0,1.0
001-001_29881,0.5,0.9554218674615935
001-001_29881,1.0,0.9750070464783679
001-001_29881,1.5,0.9681381103039429
001-001_29881,2.0,0.9597056032203394
001-001_29936,0.0,1.0
001-001_29936,0.5,0.9942767003278021
001-001_29936,1.0,0.986959347974286
001-001_29936,1.5,0.9839985880505627
001-001_29936,2.0,0.9717084229857618
001-001_30033,0.0,1.0
001-001_30033,0.5,0.9811583464121536
001-001_30033,1.0,0.9875941796124356
001-001_30033,1.5,0.9813819697853878
001-001_30033,2.0,0.973243620380946
001-001_30060,0.0,1.0
001-001_30060,0.5,0.9909557447044335
001-001_30060,1.0,0.9774923070669768
001-001_30060,1.5,0.9606814059479428
001-001_30060,2.0,0.938067477299986
001-001_30113,0.0,1.0
001-001_30113,0.5,0.9768120279547445
001-001_30113,1.0,0.9407862899825108
001-001_30113,1.5,0.9014574568006911
001-001_30113,2.0,0.845824086208646
001-001_30162,0.0,1.0
001-001_30162,0.5,0.9752468773158934
001-001_30162,1.0,0.9586397458842845
001-001_30162,1.5,0.9436936767223068
001-001_30162,2.0,0.9248622838172631
001-001_30179,0.0,1.0
001-001_30179,0.5,0.8810041033919803
001-001_30179,1.0,0.9228385013486952
001-001_30179,1.5,0.8989333564868157
001-001_30179,2.0,0.8812511376838866
001-001_30199,0.0,1.0
001-001_30199,0.5,0.9523896780479524
001-001_30199,1.0,0.9621638866179908
001-001_30199,1.5,0.9215113803690089
001-001_30199,2.0,0.8623841413840992
001-001_30203,0.0,1.0
001-001_30203,0.5,0.9925692529838651
001-001_30203,1.0,0.9417181280320686
001-001_30203,1.5,0.9178792648624322
001-001_30203,2.0,0.8902262373953438
002-004_10624,0.0,1.0
002-004_10624,0.5,0.9614030377755692
002-004_10624,1.0,0.9787508010049392
002-004_10624,1.5,0.975449268683322
002-004_10624,2.0,0.9708849554208494
002-004_10836,0.0,1.0
002-004_10836,0.5,0.95406967943522
002-004_10836,1.0,0.954735837612956
002-004_10836,1.5,0.9336880804980761
002-004_10836,2.0,0.9107420853867573
002-004_11146,0.0,1.0
002-004_11146,0.5,0.9677793621264299
002-004_11146,1.0,0.8556713177110009
002-004_11146,1.5,0.8476759503746617
002-004_11146,2.0,0.8383999237220655
002-004_11239,0.0,1.0
002-004_11239,0.5,0.9423095453735455
002-004_11239,1.0,0.9873486187509515
002-004_11239,1.5,0.9858175227943548
002-004_11239,2.0,0.9798466288658224
002-004_11269,0.0,1.0
002-004_11269,0.5,0.9397897490356727
002-004_11269,1.0,0.9195188594691197
002-004_11269,1.5,0.9063717135275277
002-004_11269,2.0,0.8870689434318157
002-004_11626,0.0,1.0
002-004_11626,0.5,0.9818706093122813
002-004_11626,1.0,0.9305885624831176
002-004_11626,1.5,0.9026509525135423
002-004_11626,2.0,0.8677708177297105
002-004_11637,0.0,1.0
002-004_11637,0.5,0.9829725693006945
002-004_11637,1.0,0.9899069896908151
002-004_11637,1.5,0.9847741832855217
002-004_11637,2.0,0.9730078748593746
002-004_11737,0.0,1.0
002-004_11737,0.5,0.9702438130737386
002-004_11737,1.0,0.9302778464982698
002-004_11737,1.5,0.916977893531641
002-004_11737,2.0,0.8967093201364364
002-004_11814,0.0,1.0
002-004_11814,0.5,0.9464137508534572
002-004_11814,1.0,0.8415994616416634
002-004_11814,1.5,0.8396040024306478
002-004_11814,2.0,0.8386554477627988
002-004_11920,0.0,1.0
002-004_11920,0.5,0.940549688238203
002-004_11920,1.0,0.964851807866622
002-004_11920,1.5,0.9426313341774833
002-004_11920,2.0,0.9130090949502542
002-004_11924,0.0,1.0
002-004_11924,0.5,0.9232159424031835
002-004_11924,1.0,0.9167041725536458
002-004_11924,1.5,0.8961284480329829
002-004_11924,2.0,0.8732367726962494
002-004_12077,0.0,1.0
002-004_12077,0.5,0.9603035217752628
002-004_12077,1.0,0.9842295098029358
002-004_12077,1.5,0.9868560762549591
002-004_12077,2.0,0.9855266503236085
002-004_12100,0.0,1.0
002-004_12100,0.5,0.9324534272155762
002-004_12100,1.0,0.9271609945178636
002-004_12100,1.5,0.9196820905928433
002-004_12100,2.0,0.9090197851395473
002-004_12107,0.0,1.0
002-004_12107,0.5,0.8861093796940024
002-004_12107,1.0,0.9521234732793947
002-004_12107,1.5,0.9480775679880082
002-004_12107,2.0,0.9409136751303478
002-004_12134,0.0,1.0
002-004_12134,0.5,0.9761167503629811
002-004_12134,1.0,0.9354079145790042
002-004_12134,1.5,0.9404845188769088
002-004_12134,2.0,0.9345578493579972
002-004_12159,0.0,1.0
002-004_12159,0.5,0.9332257706197881
002-004_12159,1.0,0.9100839695229179
002-004_12159,1.5,0.89411154873868
002-004_12159,2.0,0.8671507262485125
002-004_12224,0.0,1.0
002-004_12224,0.5,0.9855315877440949
002-004_12224,1.0,0.9606488555580402
002-004_12224,1.5,0.9569830405496007
002-004_12224,2.0,0.9568598953746704
002-004_12255,0.0,1.0
002-004_12255,0.5,0.985014806925522
002-004_12255,1.0,0.952189238246241
002-004_12255,1.5,0.9297066600346278
002-004_12255,2.0,0.8862200524239475
002-004_12392,0.0,1.0
002-004_12392,0.5,0.9624070325711077
002-004_12392,1.0,0.9585591665869924
002-004_12392,1.5,0.9411284891349694
002-004_12392,2.0,0.9133761727468231
002-004_12650,0.0,1.0
002-004_12650,0.5,0.9801275503106776
002-004_12650,1.0,0.9180146905312226
002-004_12650,1.5,0.8844475146962092
002-004_12650,2.0,0.8480999368145803
002-004_12739,0.0,1.0
002-004_12739,0.5,0.9596064833340296
002-004_12739,1.0,0.9088071700495425
002-004_12739,1.5,0.8801337162380833
002-004_12739,2.0,0.8455486594227197
002-004_12887,0.0,1.0
002-004_12887,0.5,0.9373897686718783
002-004_12887,1.0,0.9564424200587873
002-004_12887,1.5,0.935727161074576
002-004_12887,2.0,0.9116161977858136
002-004_12895,0.0,1.0
002-004_12895,0.5,0.9819525211336109
002-004_12895,1.0,0.9295150321412695
002-004_12895,1.5,0.9278048147271506
002-004_12895,2.0,0.924505112999399
002-004_12940,0.0,1.0
002-004_12940,0.5,0.9657897057001673
002-004_12940,1.0,0.9634532308213983
002-004_12940,1.5,0.957987874337512
002-004_12940,2.0,0.9463153289692433
002-004_13013,0.0,1.0
002-004_13013,0.5,0.9738504300231416
002-004_13013,1.0,0.9818422189346763
002-004_13013,1.5,0.9846741312104931
002-004_13013,2.0,0.9862786463381022
002-004_13056,0.0,1.0
002-004_13056,0.5,0.9629870434954845
002-004_13056,1.0,0.9882621269264129
002-004_13056,1.5,0.988528071750497
002-004_13056,2.0,0.9739061124424878
002-004_13618,0.0,1.0
002-004_13618,0.5,0.9957497406290208
002-004_13618,1.0,0.9877907474122969
002-004_13618,1.5,0.9867569413629246
002-004_13618,2.0,0.9856623282897393
002-004_13665,0.0,1.0
002-004_13665,0.5,0.9569598320115051
002-004_13665,1.0,0.9860076969938425
002-004_13665,1.5,0.9779474540808859
002-004_13665,2.0,0.9613113148362966
002-004_13708,0.0,1.0
002-004_13708,0.5,0.9892862790838884
002-004_13708,1.0,0.9764419852979952
002-004_13708,1.5,0.9640235561209436
002-004_13708,2.0,0.9275666946299463
002-004_13736,0.0,1.0
002-004_13736,0.5,0.8991677863399745
002-004_13736,1.0,0.9263483957170886
002-004_13736,1.5,0.909238921038196
002-004_13736,2.0,0.8952499571430119
002-004_13935,0.0,1.0
002-004_13935,0.5,0.9666329591759847
002-004_13935,1.0,0.9595924167984328
002-004_13935,1.5,0.9344582158955548
002-004_13935,2.0,0.9006937330133216
002-004_13956,0.0,1.0
002-004_13956,0.5,0.9800640386826349
002-004_13956,1.0,0.9741693267389773
002-004_13956,1.5,0.9764858871200873
002-004_13956,2.0,0.9777443090315463
002-004_14184,0.0,1.0
002-004_14184,0.5,0.9854473280538442
002-004_14184,1.0,0.9073787805451928
002-004_14184,1.5,0.8834730610890484
002-004_14184,2.0,0.8636436263756132
002-004_14238,0.0,1.0
002-004_14238,0.5,0.9875111071367695
002-004_14238,1.0,0.9644668252718888
002-004_14238,1.5,0.9518418492664029
002-004_14238,2.0,0.9324304717043388
002-004_14515,0.0,1.0
002-004_14515,0.5,0.9471307683914869
002-004_14515,1.0,0.9742946419212549
002-004_14515,1.5,0.9687726326083539
002-004_14515,2.0,0.9639918064865997
002-004_14572,0.0,1.0
002-004_14572,0.5,0.9768502447784342
002-004_14572,1.0,0.9596465423960993
002-004_14572,1.5,0.9220416686440175
002-004_14572,2.0,0.8768342344144893
002-004_14602,0.0,1.0
002-004_14602,0.5,0.9886784739384684
002-004_14602,1.0,0.9734764433964259
002-004_14602,1.5,0.9634324931142568
002-004_14602,2.0,0.9520477880033662
002-004_14710,0.0,1.0
002-004_14710,0.5,0.9803371095456094
002-004_14710,1.0,0.9861639364059135
002-004_14710,1.5,0.9802393534219733
002-004_14710,2.0,0.9649792340775198
002-004_14848,0.0,1.0
002-004_14848,0.5,0.9136478222323281
002-004_14848,1.0,0.931877092109831
002-004_14848,1.5,0.9016579966615847
002-004_14848,2.0,0.8833978588144171
002-004_14866,0.0,1.0
002-004_14866,0.5,0.9927255318537641
002-004_14866,1.0,0.98393414576738
002-004_14866,1.5,0.9669283352424409
002-004_14866,2.0,0.9448726210076899
002-004_14873,0.0,1.0
002-004_14873,0.5,0.9394163006490743
002-004_14873,1.0,0.9426004481724412
002-004_14873,1.5,0.9108326037313267
002-004_14873,2.0,0.8658786885919914
002-004_15223,0.0,1.0
002-004_15223,0.5,0.95259142891064
002-004_15223,1.0,0.9646729388472045
002-004_15223,1.5,0.9430247210258608
002-004_15223,2.0,0.9127644755242332
002-004_15318,0.0,1.0
002-004_15318,0.5,0.9613606005046023
002-004_15318,1.0,0.8106435930966326
002-004_15318,1.5,0.7300217428300438
002-004_15318,2.0,0.6528018541112222
002-004_15362,0.0,1.0
002-004_15362,0.5,0.9949653966940349
002-004_15362,1.0,0.9895480814346237
002-004_15362,1.5,0.9833522467131635
002-004_15362,2.0,0.975012155021271
002-004_15375,0.0,1.0
002-004_15375,0.5,0.995075569364561
002-004_15375,1.0,0.9838266657439001
002-004_15375,1.5,0.9770189717866297
002-004_15375,2.0,0.9616135466784334
002-004_15544,0.0,1.0
002-004_15544,0.5,0.9833073487432668
002-004_15544,1.0,0.9409347393206984
002-004_15544,1.5,0.9062212214023246
002-004_15544,2.0,0.859859292958221
002-004_15575,0.0,1.0
002-004_15575,0.5,0.9304532786980568
002-004_15575,1.0,0.9422313522779332
002-004_15575,1.5,0.9047623178730619
002-004_15575,2.0,0.8694801246401895
002-004_15687,0.0,1.0
002-004_15687,0.5,0.9687526761113228
002-004_15687,1.0,0.9311548470246276
002-004_15687,1.5,0.8899298609421337
