frame_id,whitening_strength,ssim
001-001_19772,0.75,0.7689080492745116
001-001_19772,1.0,0.7137903370825648
001-001_20124,0.0,0.8809276404717113
001-001_20124,0.25,0.8782867424600299
001-001_20124,0.5,0.8653856125756425
001-001_20124,0.75,0.8405415799004653
001-001_20124,1.0,0.805168609315371
001-001_20236,0.0,0.9501619792825996
001-001_20236,0.25,0.9373916717683718
001-001_20236,0.5,0.9154100848892328
001-001_20236,0.75,0.8826687799304125
001-001_20236,1.0,0.8397448701266793
001-001_20335,0.0,0.949374151387127
001-001_20335,0.25,0.9487307889884916
001-001_20335,0.5,0.9371158888811673
001-001_20335,0.75,0.9149374158344641
001-001_20335,1.0,0.8830234221658013
001-001_20398,0.0,0.9617733093928724
001-001_20398,0.25,0.959056099376187
001-001_20398,0.5,0.9390764522868813
001-001_20398,0.75,0.9015080895752474
001-001_20398,1.0,0.8488819213653999
001-001_20483,0.0,0.9374249465138781
001-001_20483,0.25,0.935779547710157
001-001_20483,0.5,0.9178796450597719
001-001_20483,0.75,0.8849780060558627
001-001_20483,1.0,0.8386350066117695
001-001_20564,0.0,0.9062744295907286
001-001_20564,0.25,0.9002318359799963
001-001_20564,0.5,0.8836434269272914
001-001_20564,0.75,0.8572722098299145
001-001_20564,1.0,0.8223086484932834
001-001_20613,0.0,0.8786141814272398
001-001_20613,0.25,0.875343746199665
001-001_20613,0.5,0.8632011125819712
001-001_20613,0.75,0.8428018002096097
001-001_20613,1.0,0.8152343574826807
001-001_20951,0.0,0.9130241697891729
001-001_20951,0.25,0.9044717799347031
001-001_20951,0.5,0.8855449392664825
001-001_20951,0.75,0.8566986238488506
001-001_20951,1.0,0.8190983954153184
001-001_21021,0.0,0.9625208300297662
001-001_21021,0.25,0.9546554138313269
001-001_21021,0.5,0.9296367337582861
001-001_21021,0.75,0.8875863102891608
001-001_21021,1.0,0.8315265926361798
001-001_21466,0.0,0.9210010784495051
001-001_21466,0.25,0.9155528092494093
001-001_21466,0.5,0.9121663330573849
001-001_21466,0.75,0.9057883539594817
001-001_21466,1.0,0.8968721872992423
001-001_21689,0.0,0.9216415941238488
001-001_21689,0.25,0.9204826346698813
001-001_21689,0.5,0.9120302508406477
001-001_21689,0.75,0.8965584011432107
001-001_21689,1.0,0.8743728814481383
001-001_21789,0.0,0.9352341070822641
001-001_21789,0.25,0.9298262149475794
001-001_21789,0.5,0.9188447613766632
001-001_21789,0.75,0.9018605450911794
001-001_21789,1.0,0.8791250336162625
001-001_22045,0.0,0.928838447373844
001-001_22045,0.25,0.9226256896772382
001-001_22045,0.5,0.9027573733476184
001-001_22045,0.75,0.8701261036460808
001-001_22045,1.0,0.8254901866257365
001-001_22268,0.0,0.9782674647802829
001-001_22268,0.25,0.9735398357092189
001-001_22268,0.5,0.9674826668385232
001-001_22268,0.75,0.9584679282034276
001-001_22268,1.0,0.9468532683659228
001-001_22408,0.0,0.9530358184433508
001-001_22408,0.25,0.9564385169313412
001-001_22408,0.5,0.9531513798853756
001-001_22408,0.75,0.9430686407565418
001-001_22408,1.0,0.9264540002101274
001-001_22494,0.0,0.8665367232919337
001-001_22494,0.25,0.8574008649129367
001-001_22494,0.5,0.8505229253924607
001-001_22494,0.75,0.8399338228390738
001-001_22494,1.0,0.8261472500040818
001-001_22890,0.0,0.9731647137790306
001-001_22890,0.25,0.9678234027332793
001-001_22890,0.5,0.9456857077278172
001-001_22890,0.75,0.9067711086818648
001-001_22890,1.0,0.853169281156463
001-001_22963,0.0,0.9549506985698556
001-001_22963,0.25,0.9492592518770414
001-001_22963,0.5,0.93754197209177
001-001_22963,0.75,0.9203101059645923
001-001_22963,1.0,0.8980001847449182
001-001_22970,0.0,0.9478733770930869
001-001_22970,0.25,0.939743014776735
001-001_22970,0.5,0.9272303754900534
001-001_22970,0.75,0.9074105307129494
001-001_22970,1.0,0.8804831071894071
001-001_23116,0.0,0.9353269401691593
001-001_23116,0.25,0.9167959610727489
001-001_23116,0.5,0.8685743232734011
001-001_23116,0.75,0.7962192166081963
001-001_23116,1.0,0.7078929853443419
001-001_23241,0.0,0.7984434443944066
001-001_23241,0.25,0.7895172930443745
001-001_23241,0.5,0.7662042751113484
001-001_23241,0.75,0.7264085847567943
001-001_23241,1.0,0.6729289718083209
001-001_23423,0.0,0.9143431515397754
001-001_23423,0.25,0.9112560031012501
001-001_23423,0.5,0.8817700336918869
001-001_23423,0.75,0.8277652436894882
001-001_23423,1.0,0.7553900671839168
001-001_23531,0.0,0.9900786036404801
001-001_23531,0.25,0.9866318257715911
001-001_23531,0.5,0.9730328380699932
001-001_23531,0.75,0.9489390629358477
001-001_23531,1.0,0.9151836115396614
001-001_23696,0.0,0.9816704532196843
001-001_23696,0.25,0.9788885518883186
001-001_23696,0.5,0.9715518473000998
001-001_23696,0.75,0.9588908711980769
001-001_23696,1.0,0.9411570092168816
001-001_23880,0.0,0.93303075779519
001-001_23880,0.25,0.918664089374399
001-001_23880,0.5,0.8919145988120363
001-001_23880,0.75,0.851750462864634
001-001_23880,1.0,0.799957567809091
001-001_24051,0.0,0.981630776967792
001-001_24051,0.25,0.976317538419291
001-001_24051,0.5,0.9545961592095428
001-001_24051,0.75,0.9165677849739087
001-001_24051,1.0,0.8645308612269345
001-001_24144,0.0,0.9598577561665805
001-001_24144,0.25,0.950718354424343
001-001_24144,0.5,0.9233568532877275
001-001_24144,0.75,0.8771314448481514
001-001_24144,1.0,0.8146857685628063
001-001_24207,0.0,0.9718136914269294
001-001_24207,0.25,0.964378100979942
001-001_24207,0.5,0.9432269475847933
001-001_24207,0.75,0.9076652167926653
001-001_24207,1.0,0.8592082803691786
001-001_24326,0.0,0.9183416382459215
001-001_24326,0.25,0.9082467567938762
001-001_24326,0.5,0.879068011460059
001-001_24326,0.75,0.8322773309397227
001-001_24326,1.0,0.7716064673786683
001-001_24453,0.0,0.8681684518829159
001-001_24453,0.25,0.8680463351880989
001-001_24453,0.5,0.8562048740354887
001-001_24453,0.75,0.829962283059913
001-001_24453,1.0,0.7899842853866558
001-001_24713,0.0,0.9716701538318478
001-001_24713,0.25,0.9650039300873602
001-001_24713,0.5,0.9403225084610695
001-001_24713,0.75,0.8977860833923083
001-001_24713,1.0,0.8400802364656711
001-001_25016,0.0,0.9708544611689579
001-001_25016,0.25,0.9623020057554885
001-001_25016,0.5,0.9434708441164323
001-001_25016,0.75,0.9147851982112882
001-001_25016,1.0,0.877209299336134
001-001_25163,0.0,0.9181002404473577
001-001_25163,0.25,0.9128022250573773
001-001_25163,0.5,0.8965117920294795
001-001_25163,0.75,0.8669047543764562
001-001_25163,1.0,0.825372893113671
001-001_25180,0.0,0.9404345227411895
001-001_25180,0.25,0.9377939872959388
001-001_25180,0.5,0.9305901039048426
001-001_25180,0.75,0.9179915912596294
001-001_25180,1.0,0.9000151210164878
001-001_25286,0.0,0.9576339975559435
001-001_25286,0.25,0.9538731939919703
001-001_25286,0.5,0.9456413098162099
001-001_25286,0.75,0.9295949045393176
001-001_25286,1.0,0.90580260746024
001-001_25399,0.0,0.9549034651820919
001-001_25399,0.25,0.945949712598673
001-001_25399,0.5,0.9223128090278355
001-001_25399,0.75,0.8850095688660687
001-001_25399,1.0,0.8369589212747247
001-001_25647,0.0,0.9588643377229217
001-001_25647,0.25,0.957956640660355
001-001_25647,0.5,0.9526454780768504
001-001_25647,0.75,0.9413513374163044
001-001_25647,1.0,0.9244206272809596
001-001_26102,0.0,0.9463625243762293
001-001_26102,0.25,0.9448060801990739
001-001_26102,0.5,0.9366300538141382
001-001_26102,0.75,0.922145446778669
001-001_26102,1.0,0.901896683646295
001-001_26361,0.0,0.9023522154788325
001-001_26361,0.25,0.8974533855469028
001-001_26361,0.5,0.8913734724273987
001-001_26361,0.75,0.8810546783955815
001-001_26361,1.0,0.8667359815393959
001-001_26683,0.0,0.9028378490053202
001-001_26683,0.25,0.8981119815393512
001-001_26683,0.5,0.8934677965118557
001-001_26683,0.75,0.885587006103838
001-001_26683,1.0,0.8747190945498371
001-001_26708,0.0,0.9795677702881974
001-001_26708,0.25,0.9806118609476269
001-001_26708,0.5,0.9758583651553768
001-001_26708,0.75,0.9646516986242034
001-001_26708,1.0,0.9470768084196748
001-001_26791,0.0,0.9787819658125613
001-001_26791,0.25,0.9725711212918553
001-001_26791,0.5,0.950311995088813
001-001_26791,0.75,0.9132673308569488
001-001_26791,1.0,0.8630185796787267
001-001_26946,0.0,0.9805924457088826
001-001_26946,0.25,0.9730308025316668
001-001_26946,0.5,0.9458022871914109
001-001_26946,0.75,0.8990994127157511
001-001_26946,1.0,0.8366462830932175
001-001_27112,0.0,0.9312297595395753
001-001_27112,0.25,0.9316512496729364
001-001_27112,0.5,0.9231803614346535
001-001_27112,0.75,0.9035097986264358
001-001_27112,1.0,0.8729582030437375
001-001_27119,0.0,0.965005884624696
001-001_27119,0.25,0.9606936255183168
001-001_27119,0.5,0.9505930251195592
001-001_27119,0.75,0.9340338661686155
001-001_27119,1.0,0.9115353716225755
001-001_27538,0.0,0.9542502608979945
001-001_27538,0.25,0.9401888755840667
001-001_27538,0.5,0.8957159780823734
001-001_27538,0.75,0.8254664935513626
001-001_27538,1.0,0.738068867072745
001-001_27573,0.0,0.9831731346673582
001-001_27573,0.25,0.9709037447109755
001-001_27573,0.5,0.9242841316357954
001-001_27573,0.75,0.848125287666842
001-001_27573,1.0,0.752191693813358
001-001_27996,0.0,0.9719099275177532
001-001_27996,0.25,0.966521238242713
001-001_27996,0.5,0.9583665421881837
001-001_27996,0.75,0.9458220212903445
001-001_27996,1.0,0.9288792088591601
001-001_28017,0.0,0.9787488219969263
001-001_28017,0.25,0.977110724564392
001-001_28017,0.5,0.9719408667989076
001-001_28017,0.75,0.962325284225991
001-001_28017,1.0,0.9483511490793741
001-001_28252,0.0,0.8963710525002084
001-001_28252,0.25,0.8949498302806028
001-001_28252,0.5,0.8840720833092744
001-001_28252,0.75,0.8634383202995699
001-001_28252,1.0,0.8336214393604814
001-001_28314,0.0,0.8950220684320428
001-001_28314,0.25,0.8879265585171947
001-001_28314,0.5,0.8649723570380363
001-001_28314,0.75,0.8275846142096148
001-001_28314,1.0,0.7776305578184879
001-001_28317,0.0,0.8738732309213395
001-001_28317,0.25,0.866407090492334
001-001_28317,0.5,0.8426639668656535
001-001_28317,0.75,0.803560631528891
001-001_28317,1.0,0.7517877012471496
001-001_28344,0.0,0.9350049250366405
001-001_28344,0.25,0.9205624079249066
001-001_28344,0.5,0.8891331780977832
001-001_28344,0.75,0.8436002939241813
001-001_28344,1.0,0.7874963926139528
001-001_28429,0.0,0.8961097739182844
001-001_28429,0.25,0.8904342451260205
001-001_28429,0.5,0.8850383665201106
001-001_28429,0.75,0.8769834685090098
001-001_28429,1.0,0.8664036936622834
001-001_28669,0.0,0.9634133742662374
001-001_28669,0.25,0.962648463091889
001-001_28669,0.5,0.9589665805362717
001-001_28669,0.75,0.951422223072891
001-001_28669,1.0,0.939955906186792
001-001_28721,0.0,0.8989107001484474
001-001_28721,0.25,0.897507697183607
001-001_28721,0.5,0.894031521512296
001-001_28721,0.75,0.8855111185376983
001-001_28721,1.0,0.8718175496061024
001-001_28751,0.0,0.9579044782624688
001-001_28751,0.25,0.9542415920653571
001-001_28751,0.5,0.9486198257919819
001-001_28751,0.75,0.9389443630365234
001-001_28751,1.0,0.9256669890910247
001-001_28919,0.0,0.9418431709041447
001-001_28919,0.25,0.9432780172095354
001-001_28919,0.5,0.9261320154159615
001-001_28919,0.75,0.8894644808384564
001-001_28919,1.0,0.8353221572281319
001-001_28990,0.0,0.9629129089425893
001-001_28990,0.25,0.9495205299023975
001-001_28990,0.5,0.9219803974587019
001-001_28990,0.75,0.8807166578638391
001-001_28990,1.0,0.8266264193758333
001-001_29089,0.0,0.9593409719371675
001-001_29089,0.25,0.9506577890556176
001-001_29089,0.5,0.9336540713498545
001-001_29089,0.75,0.9073030244910356
001-001_29089,1.0,0.8725533406169717
001-001_29332,0.0,0.9432520352017235
001-001_29332,0.25,0.9360215528534308
001-001_29332,0.5,0.9274495728033065
001-001_29332,0.75,0.9147190613864463
001-001_29332,1.0,0.8980279934894497
001-001_29369,0.0,0.942298561358807
001-001_29369,0.25,0.9429586309641579
001-001_29369,0.5,0.9279671312331071
001-001_29369,0.75,0.8965467350605644
001-001_29369,1.0,0.8497898167749167
001-001_29416,0.0,0.9806920039928476
001-001_29416,0.25,0.971136113902641
001-001_29416,0.5,0.9529073836670102
001-001_29416,0.75,0.9251368203365015
001-001_29416,1.0,0.8881087927964421
001-001_29740,0.0,0.9848503984143743
001-001_29740,0.25,0.978321425845004
001-001_29740,0.5,0.9639463329125936
001-001_29740,0.75,0.9416186716735102
001-001_29740,1.0,0.9114764343416922
001-001_29763,0.0,0.9791678929615116
001-001_29763,0.25,0.9762979144588618
001-001_29763,0.5,0.9658797753960415
001-001_29763,0.75,0.9478689497402455
001-001_29763,1.0,0.9225044437003533
001-001_29881,0.0,0.9750070464783679
001-001_29881,0.25,0.9760896514921317
001-001_29881,0.5,0.9724702060652289
001-001_29881,0.75,0.9633627592568214
001-001_29881,1.0,0.9489760027809283
001-001_29936,0.0,0.986959347974286
001-001_29936,0.25,0.9808230073716955
001-001_29936,0.5,0.9635428036287449
001-001_29936,0.75,0.9346950425753469
001-001_29936,1.0,0.8945480160248261
001-001_30033,0.0,0.9875941796124356
001-001_30033,0.25,0.9847168239531952
001-001_30033,0.5,0.96915027965548
001-001_30033,0.75,0.939497796351761
001-001_30033,1.0,0.8966845627136047
001-001_30060,0.0,0.9774923070669768
001-001_30060,0.25,0.9729805999746628
001-001_30060,0.5,0.9396701876604947
001-001_30060,0.75,0.8782647572206216
001-001_30060,1.0,0.7940483328421919
001-001_30113,0.0,0.9407862899825108
001-001_30113,0.25,0.9468834962671836
001-001_30113,0.5,0.9403285081893832
001-001_30113,0.75,0.9194349585767525
001-001_30113,1.0,0.8841656507880744
001-001_30162,0.0,0.9586397458842845
001-001_30162,0.25,0.9494336884775325
001-001_30162,0.5,0.9318921638025093
001-001_30162,0.75,0.9051219696029591
001-001_30162,1.0,0.8698098179747517
001-001_30179,0.0,0.9228385013486952
001-001_30179,0.25,0.914929988831671
001-001_30179,0.5,0.8950168141688501
001-001_30179,0.75,0.8645299934041928
001-001_30179,1.0,0.8249173823867725
001-001_30199,0.0,0.9621638866179908
001-001_30199,0.25,0.9480983549451735
001-001_30199,0.5,0.9256022706678487
001-001_30199,0.75,0.8941105190360258
001-001_30199,1.0,0.8547850122092187
001-001_30203,0.0,0.9417181280320686
001-001_30203,0.25,0.940513199380077
001-001_30203,0.5,0.9173709384066242
001-001_30203,0.75,0.8723445364783359
001-001_30203,1.0,0.8086684778640375
002-004_10624,0.0,0.9787508010049392
002-004_10624,0.25,0.9701353389781223
002-004_10624,0.5,0.9353188237129549
002-004_10624,0.75,0.8723796669361118
002-004_10624,1.0,0.7849773847775666
002-004_10836,0.0,0.954735837612956
002-004_10836,0.25,0.9430653812286923
002-004_10836,0.5,0.8920036251493301
002-004_10836,0.75,0.8061287063934092
002-004_10836,1.0,0.6958550098902074
002-004_11146,0.0,0.8556713177110009
002-004_11146,0.25,0.8502418332137766
002-004_11146,0.5,0.8326061488960275
002-004_11146,0.75,0.7974901936575235
002-004_11146,1.0,0.7467833280007657
002-004_11239,0.0,0.9873486187509515
002-004_11239,0.25,0.9799556268348645
002-004_11239,0.5,0.9578697940942037
002-004_11239,0.75,0.9207859884674594
002-004_11239,1.0,0.8706298862972764
002-004_11269,0.0,0.9195188594691197
002-004_11269,0.25,0.912679434054993
002-004_11269,0.5,0.8917800113856504
002-004_11269,0.75,0.854034658850802
002-004_11269,1.0,0.8012671649692531
002-004_11626,0.0,0.9305885624831176
002-004_11626,0.25,0.9337718643439132
002-004_11626,0.5,0.9106587059551445
002-004_11626,0.75,0.8561943383587405
002-004_11626,1.0,0.7739141884246938
002-004_11637,0.0,0.9899069896908151
002-004_11637,0.25,0.9767716952959892
002-004_11637,0.5,0.9395901007544238
002-004_11637,0.75,0.8776479707289938
002-004_11637,1.0,0.7947299397978217
002-004_11737,0.0,0.9302778464982698
002-004_11737,0.25,0.912032983956369
002-004_11737,0.5,0.8787759374252483
002-004_11737,0.75,0.8311482684053814
002-004_11737,1.0,0.7708323996916211
002-004_11814,0.0,0.8415994616416634
002-004_11814,0.25,0.8329446706375894
002-004_11814,0.5,0.8024262645700525
002-004_11814,0.75,0.7499342056809793
002-004_11814,1.0,0.6790025996696585
002-004_11920,0.0,0.964851807866622
002-004_11920,0.25,0.9493780113462306
002-004_11920,0.5,0.9194381304751785
002-004_11920,0.75,0.8752855188531304
002-004_11920,1.0,0.8188276512832051
002-004_11924,0.0,0.9167041725536458
002-004_11924,0.25,0.9069693013522842
002-004_11924,0.5,0.881481929683082
002-004_11924,0.75,0.8406422714828263
002-004_11924,1.0,0.7864599834651552
002-004_12077,0.0,0.9842295098029358
002-004_12077,0.25,0.9757788881700581
002-004_12077,0.5,0.951317271882128
002-004_12077,0.75,0.9110822928396247
002-004_12077,1.0,0.855447342910972
002-004_12100,0.0,0.9271609945178636
002-004_12100,0.25,0.9166125740309727
002-004_12100,0.5,0.8962435153657561
002-004_12100,0.75,0.8643982732677993
002-004_12100,1.0,0.8220593608789045
002-004_12107,0.0,0.9521234732793947
002-004_12107,0.25,0.9430589361595033
002-004_12107,0.5,0.9197584958302176
002-004_12107,0.75,0.8828938423345231
002-004_12107,1.0,0.8331524745222599
002-004_12134,0.0,0.9354079145790042
002-004_12134,0.25,0.9299439969859293
002-004_12134,0.5,0.9129180558152445
002-004_12134,0.75,0.8832282602505298
002-004_12134,1.0,0.8415516729034285
002-004_12159,0.0,0.9100839695229179
002-004_12159,0.25,0.9034566340855488
002-004_12159,0.5,0.8858648314822398
002-004_12159,0.75,0.8566928664033883
002-004_12159,1.0,0.8167587260061694
002-004_12224,0.0,0.9606488555580402
002-004_12224,0.25,0.9610905724653778
002-004_12224,0.5,0.9408557513355325
002-004_12224,0.75,0.8974365220871448
002-004_12224,1.0,0.8324226528626094
002-004_12255,0.0,0.952189238246241
002-004_12255,0.25,0.9381855755159612
002-004_12255,0.5,0.9133674729215973
002-004_12255,0.75,0.8788975677094952
002-004_12255,1.0,0.8357915363640258
002-004_12392,0.0,0.9585591665869924
002-004_12392,0.25,0.9441003099456593
002-004_12392,0.5,0.9180627308272374
002-004_12392,0.75,0.8812223292283224
002-004_12392,1.0,0.8344348948708693
002-004_12650,0.0,0.9180146905312226
002-004_12650,0.25,0.9137832445430782
002-004_12650,0.5,0.8859770689608756
002-004_12650,0.75,0.8383746448124345
002-004_12650,1.0,0.7744920621948489
002-004_12739,0.0,0.9088071700495425
002-004_12739,0.25,0.8939808227730468
002-004_12739,0.5,0.859773647321661
002-004_12739,0.75,0.8050368650975347
002-004_12739,1.0,0.7343390499672706
002-004_12887,0.0,0.9564424200587873
002-004_12887,0.25,0.9534035143022289
002-004_12887,0.5,0.9198122070388587
002-004_12887,0.75,0.8546061625603997
002-004_12887,1.0,0.7631710393410108
002-004_12895,0.0,0.9295150321412695
002-004_12895,0.25,0.9237540165203503
002-004_12895,0.5,0.8856076942387985
002-004_12895,0.75,0.816575084388064
002-004_12895,1.0,0.7246938896355011
002-004_12940,0.0,0.9634532308213983
002-004_12940,0.25,0.9447684370214819
002-004_12940,0.5,0.9002902661243
002-004_12940,0.75,0.8313796350726734
002-004_12940,1.0,0.7442810569223596
002-004_13013,0.0,0.9818422189346763
002-004_13013,0.25,0.9631735895926659
002-004_13013,0.5,0.9107166770803544
002-004_13013,0.75,0.8270312248813559
002-004_13013,1.0,0.7209145986144252
002-004_13056,0.0,0.9882621269264129
002-004_13056,0.25,0.9782095744918082
002-004_13056,0.5,0.9549708599337469
002-004_13056,0.75,0.91808099096405
002-004_13056,1.0,0.8687639774377862
002-004_13618,0.0,0.9877907474122969
002-004_13618,0.25,0.9712299361617384
002-004_13618,0.5,0.9273915239629165
002-004_13618,0.75,0.8563344460870601
002-004_13618,1.0,0.763322460243516
002-004_13665,0.0,0.9860076969938425
002-004_13665,0.25,0.9672394359696317
002-004_13665,0.5,0.9237329754903156
002-004_13665,0.75,0.8553141168944237
002-004_13665,1.0,0.7658124245288959
002-004_13708,0.0,0.9764419852979952
002-004_13708,0.25,0.9575076423229884
002-004_13708,0.5,0.9104941396800166
002-004_13708,0.75,0.8383651598546193
002-004_13708,1.0,0.7498265612963784
002-004_13736,0.0,0.9263483957170886
002-004_13736,0.25,0.9328567639944191
002-004_13736,0.5,0.9174563614082143
002-004_13736,0.75,0.8788566234679706
002-004_13736,1.0,0.8180913943685441
002-004_13935,0.0,0.9595924167984328
002-004_13935,0.25,0.9377430909946235
002-004_13935,0.5,0.900964190566331
002-004_13935,0.75,0.8483405231670766
002-004_13935,1.0,0.782090304147198
002-004_13956,0.0,0.9741693267389773
002-004_13956,0.25,0.9588409332534155
002-004_13956,0.5,0.9174960408320674
002-004_13956,0.75,0.8489356510023982
002-004_13956,1.0,0.7577301307601848
002-004_14184,0.0,0.9073787805451928
002-004_14184,0.25,0.8954544768703182
002-004_14184,0.5,0.8762426557756334
002-004_14184,0.75,0.8457211265312368
002-004_14184,1.0,0.8053736003990367
002-004_14238,0.0,0.9644668252718888
002-004_14238,0.25,0.9445260951778502
002-004_14238,0.5,0.9033268230136243
002-004_14238,0.75,0.8413722214149212
002-004_14238,1.0,0.7614533817791651
002-004_14515,0.0,0.9742946419212549
002-004_14515,0.25,0.9659094865268197
002-004_14515,0.5,0.9292014310555485
002-004_14515,0.75,0.8650468760166655
002-004_14515,1.0,0.778927826221007
002-004_14572,0.0,0.9596465423960993
002-004_14572,0.25,0.949596430153163
002-004_14572,0.5,0.9101330407382602
002-004_14572,0.75,0.8474159879000603
002-004_14572,1.0,0.7667397231239805
002-004_14602,0.0,0.9734764433964259
002-004_14602,0.25,0.9604744462622723
002-004_14602,0.5,0.9314726097074786
002-004_14602,0.75,0.8809688894044809
002-004_14602,1.0,0.8131046394752204
002-004_14710,0.0,0.9861639364059135
002-004_14710,0.25,0.9665270920706306
002-004_14710,0.5,0.9229456396801121
002-004_14710,0.75,0.8554166136191041
002-004_14710,1.0,0.7686718855145727
002-004_14848,0.0,0.931877092109831
002-004_14848,0.25,0.9399104624818504
002-004_14848,0.5,0.9082564895970865
002-004_14848,0.75,0.8336714047074597
002-004_14848,1.0,0.7237646542069981
002-004_14866,0.0,0.98393414576738
002-004_14866,0.25,0.9755448897312162
002-004_14866,0.5,0.9427961797362915
002-004_14866,0.75,0.8846026790580934
002-004_14866,1.0,0.8044014916713333
002-004_14873,0.0,0.9426004481724412
002-004_14873,0.25,0.9328992062165516
